tank_num,block_ID,ind_ID,species,ind_type,ind_num,assem_type,assem_num,time,tads_start,tads_remain,status
25,B4_6,C_L_M,Sq,C ,2,M,2,120,4,0,0
25,B4_6,C_L_M,Sq,C ,2,M,2,132,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,0,4,4,1
10,B5_5,C_L_M,Sq,C ,2,M,2,6,4,2,1
10,B5_5,C_L_M,Sq,C ,2,M,2,12,4,2,1
10,B5_5,C_L_M,Sq,C ,2,M,2,18,4,1,1
10,B5_5,C_L_M,Sq,C ,2,M,2,24,4,1,1
10,B5_5,C_L_M,Sq,C ,2,M,2,30,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,36,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,42,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,48,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,60,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,72,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,84,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,96,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,108,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,120,4,0,0
10,B5_5,C_L_M,Sq,C ,2,M,2,132,4,0,0
